combo_id,fold,val_auc,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
45,4,0.7806,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
46,0,0.8441,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,1,0.8474,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,2,0.8599,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,3,0.8899,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,4,0.8804,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
47,0,0.7073,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,1,0.6477,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,2,0.7484,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,3,0.5763,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,4,0.7142,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
48,0,0.7639,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,1,0.8336,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,2,0.8253,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,3,0.8782,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,4,0.8841,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
49,0,0.8915,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,1,0.8438,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,2,0.8235,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,3,0.8869,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,4,0.8147,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
50,0,0.8567,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,1,0.9114,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,2,0.8877,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,3,0.8185,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,4,0.8972,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
51,0,0.6482,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,1,0.8603,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,2,0.6951,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,3,0.5731,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,4,0.7332,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
52,0,0.8189,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,1,0.8837,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,2,0.8658,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,3,0.8315,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,4,0.8708,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
53,0,0.8369,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,1,0.8722,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,2,0.8406,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,3,0.8794,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,4,0.8908,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
54,0,0.7825,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,1,0.8177,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,2,0.7923,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,3,0.8053,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,4,0.8378,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
55,0,0.7252,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,1,0.7135,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,2,0.7873,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,3,0.8356,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,4,0.5747,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
56,0,0.8856,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,1,0.8848,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,2,0.8827,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,3,0.8782,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
56,4,0.8729,128,32,2,0.1,0.5,0.001,0.0001,400,64,0.1,0
57,0,0.8193,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,1,0.7926,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,2,0.8383,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,3,0.7713,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
57,4,0.8431,32,128,5,0.1,0.1,0.001,0.0001,600,128,0.1,10
58,0,0.5425,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,1,0.5772,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,2,0.7025,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,3,0.4847,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
58,4,0.6184,32,128,3,0.5,0.5,0.001,0.0001,1000,32,0.1,0
59,0,0.861,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,1,0.8751,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,2,0.8244,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,3,0.9109,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
59,4,0.8504,128,128,4,0.1,0.5,0.005,0.0001,300,32,0.1,10
60,0,0.8321,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,1,0.8059,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,2,0.7418,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,3,0.8224,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
60,4,0.8242,32,64,2,0.5,0.1,0.001,0.0001,700,128,0.1,0
61,0,0.8667,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,1,0.9173,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,2,0.8377,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,3,0.8828,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
61,4,0.8316,128,64,5,0.1,0.1,0.001,0.0001,700,64,0.1,0
62,0,0.7525,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,1,0.8375,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,2,0.7916,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,3,0.8148,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
62,4,0.7986,64,32,4,0.5,0.5,0.001,0.0001,200,128,0.0,10
63,0,0.8902,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,1,0.8482,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,2,0.9027,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
63,3,0.8442,64,64,5,0.1,0.1,0.005,0.0001,200,128,0.0,10
