combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
47,3,0.9259,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,4,0.9377,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
48,0,0.8998,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,1,0.9229,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,2,0.8775,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,3,0.9217,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
48,4,0.8901,64,64,1,0.1,0.5,0.005,0.0001,200,64,0.1,10
49,0,0.8993,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,1,0.9346,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,2,0.8839,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,3,0.9316,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
49,4,0.9113,64,128,2,0.1,0.5,0.005,0.0001,600,64,0.1,0
50,0,0.9336,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,1,0.9356,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,2,0.9315,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,3,0.9309,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
50,4,0.9159,128,128,6,0.1,0.1,0.001,0.0001,300,64,0.1,0
51,0,0.9113,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,1,0.9228,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,2,0.914,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,3,0.9233,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
51,4,0.9009,64,64,4,0.5,0.1,0.005,0.0001,500,128,0.1,10
52,0,0.9045,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,1,0.9187,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,2,0.8842,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,3,0.9129,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
52,4,0.898,128,64,1,0.1,0.5,0.001,0.0001,300,64,0.1,10
53,0,0.9451,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,1,0.9327,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,2,0.9133,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,3,0.9238,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
53,4,0.9219,128,128,4,0.1,0.5,0.001,0.0001,500,128,0.0,10
54,0,0.945,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,1,0.9293,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,2,0.912,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,3,0.9177,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
54,4,0.932,64,128,5,0.1,0.1,0.001,0.0001,400,32,0.1,0
55,0,0.9332,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,1,0.941,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
55,2,0.8919,64,128,6,0.5,0.5,0.001,0.0001,400,32,0.0,0
